state,district,year,murder,rape,kidnapping,robbery,theft,riots,dowry_deaths,total_crimes,lat,lng,risk
Uttar Pradesh,Muzaffarnagar,2014,137,37,242,95,800,136,17,3952,29.4496979,77.7429333,0
Uttar Pradesh,Pilibhit,2014,54,69,128,29,200,13,25,2916,28.4947158,80.1076122,0
Uttar Pradesh,Pratapgarh,2014,72,68,248,53,431,200,21,4128,25.75,81.75,0
Uttar Pradesh,Rampur,2014,54,34,100,25,344,34,18,1950,28.7934728,79.1845806,0
Uttar Pradesh,Saharanpur,2014,92,73,273,110,793,205,28,4184,29.9856799,77.5040646,0
Uttar Pradesh,Sambhal,2014,73,48,146,45,293,68,26,2087,28.4271928,78.5564546,0
Uttar Pradesh,Shahjahanpur,2014,88,83,210,62,281,42,61,3106,27.9128583,79.7476254,0
Uttar Pradesh,Shamli,2014,67,32,100,54,329,103,18,1674,29.4811508,77.2901344,0
Uttar Pradesh,Sitapur,2014,91,74,216,40,384,65,46,3923,27.5026748,80.8335139,0
Uttar Pradesh,Sonbhadra,2014,32,26,20,2,77,3,6,753,24.4148159,83.0637517,0
Uttar Pradesh,Unnao,2014,77,69,268,44,334,46,31,3438,26.5673264,80.6198193,0
Uttar Pradesh,Varanasi,2014,52,47,166,46,706,79,42,3900,25.3356491,83.0076292,0
Uttarakhand,Almora,2014,4,6,40,1,8,3,1,139,29.702651,79.4326318,0
Uttarakhand,Bageshwar,2014,5,3,0,0,6,0,0,77,30.0087902,79.9280183,0
Uttarakhand,Chamoli,2014,3,4,7,1,8,3,1,126,30.4985956,79.6190537,0
Uttarakhand,Champawat,2014,2,8,0,0,6,4,0,96,29.235032,80.1023068,0
Uttarakhand,Dehradun,2014,26,55,69,39,439,99,10,2178,30.3255646,78.0436813,0
Uttarakhand,Haridwar,2014,73,73,241,70,562,160,0,2505,29.9123514,78.0087178,0
Uttarakhand,Nainital,2014,28,36,160,5,157,47,5,1095,29.294995,79.4162511,0
Uttarakhand,Pauri Garhwal,2014,6,8,62,3,37,11,7,278,29.8473168,78.7070479,0
Uttarakhand,Pithoragarh,2014,4,8,11,2,10,12,3,117,29.585871,80.215167,0
Uttarakhand,Tehri Garhwal,2014,6,7,13,1,19,5,0,122,30.4658181,78.4837349,0
Uttarakhand,Uttarkashi,2014,2,9,15,1,7,8,0,92,30.9635733,78.6362521,0
West Bengal,North 24 Parganas,2014,141,227,728,42,1354,330,66,14867,22.6926815,88.6625795,1
West Bengal,South 24 Parganas,2014,248,341,749,43,1523,2164,53,21049,22.1776733,88.5307853,1
West Bengal,Alipurduar,2014,49,118,176,2,654,10,2,3355,26.4851573,89.5246926,0
West Bengal,Bankura,2014,75,79,71,32,241,162,18,3049,23.132377,87.2081925,0
West Bengal,Barrackpur PC,2014,86,77,354,13,1220,73,21,8087,22.9631014,88.4278003,1
West Bengal,Bidhannagar PC,2014,18,24,102,8,568,63,6,3014,22.590425,88.41692,0
West Bengal,Birbhum,2014,110,82,125,43,385,235,8,3749,24.0621532,87.6982823,0
West Bengal,Burdwan,2014,133,121,241,28,732,269,12,7694,23.2495714,87.8681751,1
West Bengal,Coochbehar,2014,80,141,416,8,387,59,21,5142,26.340623,89.4812163,1
West Bengal,Dakshin Dinajpur,2014,44,64,206,4,200,10,13,2372,25.385807,88.5063362,0
West Bengal,Darjeeling,2014,29,60,65,9,368,7,0,2418,27.0377554,88.263176,0
West Bengal,Hooghly,2014,125,110,355,20,1076,376,34,8858,22.9099403,88.0120825,1
West Bengal,Howrah PC,2014,43,43,202,29,1126,32,4,6273,22.5736296,88.3251045,1
West Bengal,Jalpaiguri,2014,57,129,218,9,764,11,16,3832,26.6262805,88.7334485,0
West Bengal,Kolkata,2014,83,154,423,33,4623,316,12,26668,22.5726459,88.3638953,1
West Bengal,Malda,2014,102,252,340,26,429,46,31,6432,25.0057449,88.1398483,1
West Bengal,Murshidabad,2014,158,474,596,19,947,84,36,14762,24.1745993,88.2721335,1
West Bengal,Nadia,2014,166,204,463,41,1017,133,50,11790,23.4847374,88.5567067,1
West Bengal,Paschim Medinipur,2014,104,91,208,47,745,243,21,5791,22.3600119,87.4111505,1
West Bengal,Purulia,2014,72,72,54,17,190,71,4,1800,23.2020967,86.3228988,0
West Bengal,Siliguri PC,2014,46,72,154,15,1125,6,2,4623,26.7164127,88.4309916,0
West Bengal,Uttar Dinajpur,2014,90,187,350,63,721,29,9,8312,25.8721428,87.961986,1
West Bengal,Total,2014,2370,3409,7285,606,22915,5509,504,193048,22.6367116,88.3524277,1
A&N Islands,South Andaman,2014,5,19,14,2,35,10,3,556,12.7720659,92.6556293,0
A&N Islands,North & Middle Andaman,2014,2,11,8,0,10,0,0,159,13.2277143,92.9394925,0
Chandigarh,Chandigarh,2014,24,59,187,65,1260,33,2,3221,30.7334421,76.7797143,0
Daman & Diu,Daman,2014,6,2,10,5,29,4,0,198,20.4169701,72.833173,0
Daman & Diu,Diu,2014,1,0,0,0,2,0,0,35,20.7260366,70.9843583,0
Lakshadweep,Lakshadweep,2014,0,1,0,0,15,9,0,81,10.8132489,73.6804621,0
Puducherry,Karaikal,2014,6,3,1,1,33,5,0,671,10.91571,79.8375761,0
Puducherry,Puducherry,2014,19,7,12,5,391,34,1,2913,11.9340568,79.8306447,0
